mice,lion
lion,eat
eat,cow
cow,eat
coyote,eat
eat,rodent
mice,coyote
elephant,likes
likes,water
water,sheep
cat,likes
likes,ball
ball,elephant
coyote,eat
eat,mice
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,coyote
cat,likes
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,coyote
cow,eat
eat,grain
grass,frog
fox,eat
eat,grass
word,string
string,
,cow
cow,eat
eat,grass
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,water
ball,cow
elephant,eat
likes,water
water,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,grass
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,water
sleep,cat
coyote,eat
eat,grass
mice,elephant
coyote,eat
eat,grass
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,fox
frog,eat
eat,flies
flies,cow
cow,eat
eat,grass
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,wolf
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,grass
cow,dog
coyote,eat
eat,mice
mice,coyote
elephant,eat
likes,water
water,sheep
cat,likes
likes,ball
ball,elephant
coyote,eat
eat,mice
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,water
sleep,coyote
cat,likes
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,coyote
cow,eat
eat,grass
grass,frog
fox,eat
eat,mice
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,water
ball,cow
elephant,likes
likes,water
water,cat
sheep,eat
eat,grass
grass,wolf
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,lion
coyote,eat
eat,mice
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,fox
frog,eat
eat,grass
flies,cow
cow,eat
eat,grass
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,grass
mice,elephant
elephant,likes
likes,water
water,sheep
cat,likes
likes,water
ball,elephant
coyote,eat
eat,grass
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,eat
eat,mice
salmon,cat
cat,likes
likes,water
ball,coyote
cow,eat
eat,grass
grass,wolf
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,salmon
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,grass
rabbit,sheep
cat,likes
likes,ball
ball,coyote
elephant,likes
likes,water
water,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,grass
cow,coyote
dog,likes
likes,water
sleep,coyote
coyote,eat
eat,grass
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,wolf
frog,eat
eat,flies
flies,cow
cow,eat
eat,grass
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,lion
elephant,likes
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,eat
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,cow
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,likes
likes,water
water,sheep
sheep,eat
eat,grass
grass,cat
cat,likes
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,frog
frog,eat
eat,flies
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,wolf
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,eat
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,water
sleep,cat
cat,eat
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,cow
cow,eat
eat,grass
grass,fox
fox,eat
eat,grass
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,eat
likes,water
water,sheep
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,grass
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,frog
frog,eat
eat,flies
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,likes
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,grass
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,coyote
cat,eat
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,coyote
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,water
ball,elephant
elephant,likes
likes,water
water,cat
sheep,eat
eat,grass
grass,wolf
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,grass
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,frog
frog,eat
eat,grass
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,grass
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,eat
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,cow
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,coyote
elephant,likes
likes,water
water,sheep
sheep,eat
eat,grass
grass,wolf
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,lion
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,frog
frog,eat
eat,flies
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,grass
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,likes
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,cow
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,likes
likes,water
water,sheep
sheep,eat
eat,grass
grass,cat
cat,eat
eat,mice
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,eat
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,mice
grass,frog
frog,eat
eat,flies
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,salmon
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,eat
eat,salmon
salmon,cat
cat,likes
likes,water
ball,cow
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,grass
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,likes
likes,water
water,sheep
sheep,eat
eat,grass
grass,cat
cat,likes
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,wolf
frog,eat
eat,flies
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,eat
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,coyote
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,eat
likes,water
water,sheep
sheep,eat
eat,grass
grass,cat
cat,eat
eat,grass
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,frog
frog,eat
eat,flies
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,grass
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,water
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,eat
eat,grass
salmon,cat
cat,likes
likes,ball
ball,cow
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grass
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,likes
likes,water
water,sheep
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,cat
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,grass
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,frog
frog,eat
eat,grass
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,wolf
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,water
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,grass
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,eat
eat,salmon
salmon,wolf
cat,likes
likes,ball
ball,cow
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,likes
likes,water
water,sheep
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,frog
frog,eat
eat,flies
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,wolf
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,cat
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,likes
eat,salmon
salmon,cat
cat,likes
likes,ball
ball,cow
cow,eat
eat,grass
grass,wolf
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,likes
likes,water
water,sheep
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,sleep
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,dog
cow,eat
eat,grass
grass,frog
frog,eat
eat,flies
flies,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,cat
sheep,eat
eat,grass
grass,cat
cat,likes
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,dog
coyote,eat
eat,mice
mice,elephant
elephant,likes
likes,water
water,cat
cat,likes
likes,ball
ball,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
rabbit,wolf
wolf,eat
eat,squirrel
squirrel,cow
dog,likes
likes,sleep
sleep,cat
cat,eat
eat,grass
salmon,cat
cat,likes
likes,ball
ball,cow
cow,eat
eat,grass
grass,fox
fox,eat
eat,word
word,string
string,
,cow
cow,eat
eat,grain
grain,elephant
elephant,eat
eat,leaves
leaves,goat
goat,eat
eat,grass
grass,wolf
wolf,eat
eat,rabbit
rabbit,sheep
cat,likes
likes,ball
ball,elephant
elephant,likes
likes,water
water,cat
sheep,eat
eat,grass
grass,cat
cat,eat
eat,salmon
salmon,wolf
wolf,eat
eat,mice
mice,lion
lion,eat
eat,cow
cow,coyote
dog,likes
likes,water
sleep,coyote
coyote,eat
eat,mice
mice,coyote
coyote,eat
eat,rodent
rodent,coyote
coyote,eat
eat,rabbit
